時間日期,網址,標題,☯  上階層,[下階層],時間戳記
2024/12/04,https://www.youtube.com/watch?v=CMB90LSOUtw,環島自發舉牌_廟宇篇_第八集,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/12/03,https://www.youtube.com/watch?v=RyUJOtQqwPY,環島自發舉牌_廟宇篇_第七集,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/12/02,https://www.youtube.com/watch?v=YiPuvVyTFz8,外國女婿也為台灣的司法公平站出來⎟他說：柯受到非常惡劣的對待⎟台南遊行,"社會學, 台灣民眾黨專區",時事輿論|小草發聲,
2024/12/02,https://www.youtube.com/watch?v=qovc_3GAv1w,柯美蘭想對大家說的一段話 #柯美蘭 #柯文哲 #台灣民眾黨 #心存善念盡力而為 #司法不公 #政治迫害,"社會學, 台灣民眾黨專區",小草發聲|時事輿論,
2024/12/02,https://www.youtube.com/watch?v=5V4aDsTCivM,環島自發舉牌_廟宇篇_第六集,"社會學, 台灣民眾黨專區",小草發聲|時事輿論,
2024/12/01,https://www.youtube.com/watch?v=slzCcqDSPds,2024/11/23 寧靜舉牌【桃園藝文特區】x我思念你 ‪@pig920071‬‪@狐尾草北部特派員‬,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/12/01,https://www.youtube.com/watch?v=lq9q_Vnd_6k,台南集結遊行｜反霸凌、反廢死、司法正義⎟有時間序可點,"社會學, 台灣民眾黨專區",時事輿論|小草發聲,
2024/12/01,https://www.youtube.com/watch?v=oJh5suqdDQM,環島自發舉牌_廟宇篇_第五集,"社會學, 台灣民眾黨專區",時事輿論|小草發聲,
2024/11/30,https://www.youtube.com/watch?v=YTNt5eH5XKs,【心事有人知-週末精選】擺脫焦慮，拒絕各種情緒消耗！ │鄧惠文 ft. 蘇絢慧諮商心理師,人生哲學,,
2024/11/30,https://www.youtube.com/watch?v=xBONQ_GAElc,環島自發舉牌_廟宇篇_第四集,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/29,https://www.youtube.com/watch?v=QuR0ZPkWcP0,每天一分鐘降血糖運動！只要腳跟動一動【主治醫老實說】｜緯來日本台,"泛普教育, 醫學",營養|人文,
2024/11/29,https://www.youtube.com/watch?v=QuR0ZPkWcP0,每天一分鐘降血糖運動！只要腳跟動一動【主治醫老實說】｜緯來日本台,"泛普教育, 醫學",營養|人文,
2024/11/29,https://www.youtube.com/watch?v=QuR0ZPkWcP0,每天一分鐘降血糖運動！只要腳跟動一動【主治醫老實說】｜緯來日本台,"泛普教育, 醫學",營養|人文,
2024/11/28,https://www.youtube.com/watch?v=46LgYWHjsOY,三重小草想對阿北及其他小草說的話 #寧靜舉牌 #柯文哲 #南港展覽館,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/28,https://www.youtube.com/watch?v=JLuobe31uxg,來自台北的姊姊參加寧靜舉牌並分享她的心裡話 #南港展覽館 #寧靜舉牌 #柯文哲,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/28,https://www.youtube.com/watch?v=aZ4bMWhl7kI,來自民眾黨南港區副主任Emma 彭俐萍分享發起寧靜舉牌及宣傳12/7反霸凌護勞權大遊行活動 #南港展覽館 #寧靜舉牌 #反霸凌 #護勞權,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/28,https://www.youtube.com/watch?v=AFAypml1wp4,來自松山的大哥想對執政黨及小草們說的話 當站出來就對了 #南港展覽館 #寧靜舉牌 #柯文哲,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/28,https://www.youtube.com/watch?v=U6GZd-vmRj4,做服務業就活該被客人羞辱欺負嗎？沒大學學歷的我還能做其他工作嗎？｜莫名其妙EP231,人生哲學,職場,
2024/11/28,https://www.youtube.com/watch?v=w7Mt3CRnI98,景美小草首次站出來參與寧靜舉牌並與大家聊聊對於台灣時事的看法 #寧靜舉牌 #南港展覽館 #柯文哲,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/28,https://www.youtube.com/watch?v=-gZMGQVQUD4,環島自發舉牌_廟宇篇_第二集,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/27,https://www.youtube.com/watch?v=aPhZ6oQ0O7I,中華民國五權憲法的磨練 柯文哲如何煉成超強抗壓性？,"人生哲學, 系列主題",柯文哲-先行者,
2024/11/27,https://www.youtube.com/watch?v=NtfO5nUkvoE,環島自發舉牌_廟宇篇_第一集,"社會學, 台灣民眾黨專區",小草發聲|敘述,
2024/11/26,https://www.youtube.com/watch?v=WtQ_OxBHWhc,反霸凌的他說：不阻止有權的人，他會繼續這樣做⎟也不要怕沒有工作⎟12/7反霸凌大遊行,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/26,https://www.youtube.com/watch?v=1BbAynewAds,寧靜舉牌．台中集結．我們一起站出來！,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/25,https://www.youtube.com/watch?v=552GpycS0DI,【跟拍到你家】喝醉後被詐騙100萬日圓的高學歷男子｜緯來日本台,休閒牧場,故事脈絡,
2024/11/25,https://www.youtube.com/watch?v=cgHkuVGYuL0,拿著大學畢業證書，去做早餐店，這樣的我會不會很丟臉｜莫名其妙EP230,人生哲學,職場,
2024/11/24,https://www.youtube.com/watch?v=Knpyvbai9TE,2024/11/22 寧靜舉牌【台北車站新光三越站前店】小草大合唱x小草沒有不見，我們都在！ ‪@狐尾草北部特派員‬,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/24,https://www.youtube.com/watch?v=DIPYqGbt-r4,2024/11/23 寧靜舉牌【桃園藝文特區】小草大合唱x小草沒有不見，我們都在！ ‪@狐尾草北部特派員‬,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/24,https://www.youtube.com/watch?v=7IzL7Y1-1Nk,被霸凌公務員的犧牲不是讓你們升官開心⎟民進黨請有同理心⎟也不要破壞文官制度，我們不要非專業的高中生部長,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/23,https://www.youtube.com/watch?v=UQ59KRe9Dck,【館長精華】自己出事不罵轉頭罵國昌老師？沒有問題就不要怕別人查嘛！,"社會學, 系列主題",時事輿論|陳之漢-義士,
2024/11/22,https://www.youtube.com/watch?v=kbNdx0yqbZE,DECO*27 - モニタリング feat. 初音ミク,音樂收藏,中層,
2024/11/21,https://www.youtube.com/watch?v=l8b_o2K9CkM,看似大學生的二寶媽生日許願：民進黨早日下台⎟民進黨很愛掏空台灣,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/19,https://www.youtube.com/watch?v=U2Uqs_dDdKs,柯黑轉柯粉的她，在臉書上說了這句話就被網軍攻擊,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/17,https://www.youtube.com/watch?v=ewN0b0_HxnU,為什麼全球人才搶著學？密涅瓦大學的思考習慣訓練 ft. 李佳達,人生哲學,職場,
2024/11/16,https://vocus.cc/article/6737eb4dfd897800015f6915,[Python]下載 YT的完整教學,程式語言,Python,2025/7/19 下午 6:10:48
2024/11/16,https://www.youtube.com/watch?v=JQbBn8xjuc8,新聞與神明之間，我相信神明，你呢？ #台東凌霄殿求玉皇大帝能否讓神明們協助證明柯文哲清白紀錄影片,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/11/15,https://www.youtube.com/watch?v=MvMiNSrHd3Q,當別人總是踩你界線時 ► 你該怎麼做？- 美國特勤局前特務 Evy Poumpouras 伊芙‧波普拉斯（中英字幕）,人生哲學,,
2024/11/14,https://www.youtube.com/watch?v=2zIGOtwIm78,【國昌質詢】公司治理遇到大官就轉彎？｜2024-11-14｜財政委員會,"社會學, 系列主題, 社會相關議題, 台灣民眾黨專區, 吹哨者",立法院|質詢|黃國昌-通識課|[人力配置]相關議題|[僱傭]相關議題|[政治]相關議題|,
2024/11/14,https://www.youtube.com/watch?v=uX7cj6cI3qo,【國昌質詢】台鹽綠能弊案：誰在包庇綠營權貴？｜2024-11-14｜經濟委員會,"社會學, 系列主題, 社會相關議題, 台灣民眾黨專區, ",立法院|質詢|黃國昌-通識課|[能源]相關議題|[政治]相關議題|,
2024/11/14,https://youtu.be/w0UiVsrtwYI?si=bUQI5ErUV7dyNGWG,【館長精華】給你好幾個億！搞這到底什麼東西？點擊次數15次？,"社會學, 系列主題, 社會相關議題, 吹哨者",時事輿論|陳之漢-義士|[政治]相關議題|[經濟財政]相關議題|[僱傭]相關議題|[人力配置]相關議題|[廣告|媒體]相關議題|[詐騙]相關議題|,
2024/11/14,https://www.youtube.com/watch?v=uJbs3KZ0uR8,椒點話題現正直播中　🌶️【要求清除學甲27萬噸爐碴】🌶️,"社會學, 系列主題, 社會相關議題, 吹哨者, 監督施政聯盟",時事輿論|生態|陳椒華-循道者|[黑道]相關議題|[水資源]相關議題|[垃圾|廢料]相關議題|[政治]相關議題|[礦業]相關議題|,
2024/11/11,https://www.youtube.com/live/wJikA9o1DgM?si=yNjNQzdWDOht5hj0,【國昌直播】看看(我在)立法院做什麼_1111（CC字幕),"社會學, 系列主題, 社會相關議題",時事輿論|黃國昌-通識課|[政治]相關議題|[經濟財政]相關議題|[綜合領域]相關議題|[人力配置]相關議題|[僱傭]相關議題|,
2024/11/06,https://www.youtube.com/watch?v=ZavvZceb2Do,椒點話題現正直播中　🌶️【協和四接爭議宛如照妖鏡】🌶️,"社會學, 系列主題, 社會相關議題, 區域地方縣市, 吹哨者, 監督施政聯盟, ",基隆市|談話|生態|概念|陳椒華-循道者|[能源]相關議題|[空氣污染]相關議題|[水資源]相關議題|[政治]相關議題|[經濟財政]相關議題|[綜合領域]相關議題|,
2024/11/04,https://www.youtube.com/watch?v=nCiVsgPRhUk,【國昌直播】看看(我在)立法院做什麼_1104(cc字幕),"社會學, 系列主題, 台灣民眾黨專區",時事輿論|黃國昌-通識課|立法院|,
2024/11/02,https://www.youtube.com/watch?v=h1ZGUTrrB1Y,【東方】幻音録 — The Great War of Ancient Suwa Mythology・Climax,音樂收藏,中層|Ⅰ東方,
2024/11/02,https://www.youtube.com/watch?v=0YmLzekoMh0,令我很難過的一位女警察。,"社會學, 台灣民眾黨專區",敘述|小草發聲,
2024/10/30,https://www.youtube.com/watch?v=EuWdvgM9hZE,椒點話題現正直播中　🌶️【廢轉能不是再生能源】 🌶️,"社會學, 系列主題, 社會相關議題, 法律及法案, 吹哨者, 監督施政聯盟, ",談話|生態|陳椒華-循道者|[能源]相關議題|[垃圾|廢料]相關議題|[法律司法]相關議題|[空氣污染]相關議題|[政治]相關議題|[經濟財政]相關議題|[建築工程]相關議題|[綜合領域]相關議題|,
2024/10/28,https://www.youtube.com/watch?v=uCKOyS4cEd8,【國昌直播】看看(我在)立法院做什麼_1028(CC字幕),"社會學, 系列主題",時事輿論|黃國昌-通識課,
2024/10/26,https://www.youtube.com/watch?v=KI89SVNAyoo,【東方】幻音録 — The Great War of Ancient Suwa Mythology・Interlude,音樂收藏,中層|Ⅰ東方,
2024/10/26,https://www.youtube.com/watch?v=8-H8N3OblzQ,【國昌直播SP】賴政府把持的司法在搞什麼鬼,"社會學, 系列主題",時事輿論|黃國昌-通識課,
2024/10/25,https://disp.cc/b/ACG/hbuV,[閒聊] 當個處男 OR 做愛99%會死#這算不算一種安樂死?(但是好像沒說死的時候是怎麼個死法?,ACG同好會,,
2024/10/22,https://www.youtube.com/watch?v=kRRyJs9uK_Q,01 Semillaa 廃獄ララバイ,音樂收藏,Ⅰ東方|純音樂,
2024/10/20,https://www.facebook.com/TPPfanpage/posts/pfbid02WzH8LvgGt2r7cSKZexLmuW2oA8T5Kjb68eEDjD6CrHtGLPTDE6bP7Z9NRu65GrGwl,📌【活動異動通知】颱風登陸中，已有地區傳出災情，基於安全考量，本週10/5（六）集結彰化、10/6（日）集結屏東，兩場司法正義行動延期，時間另行通知。,"社會學, 台灣民眾黨專區",時事輿論|組織行動,
2024/10/20,https://sites.google.com/view/swallow-tpp/justice%E7%82%BA%E5%8F%B8%E6%B3%95%E6%AD%A3%E7%BE%A9%E7%AB%99%E5%87%BA%E4%BE%86%E5%85%A8%E5%8F%B0%E5%A0%B4%E6%AC%A1?authuser=0,📍【Justice！為司法正義站出來】全台場次,"社會學, 系列主題, 台灣民眾黨專區",時事輿論|組織行動,
2024/10/20,https://www.youtube.com/watch?v=0dVcZ2iVKP0,Touhou Guitar Arrange - Old Fair of Deserted Hell (Lullaby of Deserted Hell+Scarborough Fair),音樂收藏,Ⅰ東方|純音樂|中層,
2024/10/19,https://www.youtube.com/watch?v=mc5two8NgFU,"幽雅に咲かせ、墨染の桜 Touhou Fingerstyle Guitar ""Bloom Nobly, Cherry Blossoms of Sumizome ~ Border of Life""",音樂收藏,純音樂|Ⅰ東方|中層,
2024/10/19,https://youtu.be/Ubo_Y9TRl3Y?si=cHzJdsR2K8ZS29iv,トロイメライ,音樂收藏,Ⅰ東方|中層,
2024/10/18,https://disp.cc/b/ACG/haPg, [閒聊] 活在幻想裡的阿宅被揭穿有多痛苦？,ACG同好會,,
2024/10/17,https://www.youtube.com/watch?v=EhctSvLDUwk,【東方】幻音録 — The Great War of Ancient Suwa Mythology・Prologue,音樂收藏,Ⅰ東方|中層,
2024/10/17,https://www.youtube.com/watch?v=hOO3gSofC9U,椒點話題現正直播中　🌶️【 談揭弊者保護法修法】 🌶️,"社會學, 系列主題, 法律及法案, 吹哨者, 監督施政聯盟, ",談話|陳椒華-循道者|[吹哨者保護法]相關議題|[法律司法]相關議題|,
2024/10/17,https://www.youtube.com/watch?v=6FrB6hx3x7w,鄰居說這裡沒有人行道，我清理了近一公里來證明這一點,休閒牧場,紓壓規律,
2024/10/16,https://disp.cc/b/Gossiping/haBw,[問卦] 靠爸很可恥嗎？,休閒牧場,討論,
2024/10/15,https://www.youtube.com/watch?v=nftrovAP6Kg,【跟拍到你家】辣妹房仲幫復古青年找老房｜緯來日本台,休閒牧場,故事脈絡,
2024/10/14,https://www.youtube.com/watch?v=my5czjrNoX4,【國昌直播】看看(我在)立法院做什麼_1014,"社會學, 系列主題",時事輿論|黃國昌-通識課,
2024/10/14,https://www.youtube.com/watch?v=sP3_bMz3QGg,為什麼現在的男生越來越廢？｜70年代後悄悄在改變的事｜The JR Lee Podcast Ep054,"人生哲學, 社會學",敘述|,
2024/10/14,https://www.youtube.com/watch?v=_CsisDot1Wk,ソロギター演奏「サリー・ガーデン」（編曲：佐藤弘和） / Down by the Salley Gardens (arr. by SATO Hirokazu) Fingerstyle Gutar,音樂收藏,純音樂|中層,
2024/10/12,https://www.youtube.com/watch?v=4p-WkT_vGJo,童遊（めらみぽっぷ＆いお ver.）,音樂收藏,Ⅰ東方|中層,
2024/10/10,https://youtu.be/wauEk2kC9co?si=dvt2mGmLb_3wChm1,【館長精華】八萬一千塊這麼好領嗎？花了人民兩千多萬到底做了什麼事！這麼熱情有熱心那就改無給職啊！,"社會學, 系列主題, ",時事輿論|陳之漢-義士|,
2024/10/10,https://www.youtube.com/watch?v=mM2_q7Po9h4,🔥超硬直播 ｜ 土城陪阿北 ｜ 民進黨邪教化？出征 造謠 廢死？,"社會學, 台灣民眾黨專區",時事輿論|敘述|小草發聲|組織行動,
2024/10/10,https://docs.google.com/forms/d/e/1FAIpQLScDvkhhbtoF-7kILUuQELfT4M2dtoXlhBSbwTcMp3RHKrINzQ/viewform,活動主題：國慶集結舉牌踩街,社會學｜台灣民眾黨專區,時事輿論|小草發聲|組織行動,
2024/10/09,https://www.youtube.com/watch?v=i_m2Uqaw0J4,【館長精華】十月十號一起集結！大法官是什麼聖母瑪利亞嗎？你們自己用愛感化殺人犯看看啊！,"社會學, 系列主題",時事輿論|陳之漢-義士,
2024/10/09,https://www.youtube.com/watch?v=U_Y_v0LeDfo,椒點話題現正直播中　🌶️【 談南投縣警察成為阻擋環評公民參與的工具?】 🌶️,"社會學, 系列主題, 區域地方縣市, 社會相關議題, 吹哨者, 監督施政聯盟",敘述|生態|陳椒華-循道者|南投縣|[水資源]相關議題|[政治]相關議題|[警察|消防]相關議題|[綜合領域]相關議題|,
2024/10/08,https://www.youtube.com/live/80ASNIvOTLU?si=IFWT9jStc_hptTI8,【國昌直播】看看(我在)立法院做什麼_1007,"社會學, 系列主題, 台灣民眾黨專區",時事輿論|黃國昌-通識課|立法院|質詢,
2024/10/08,https://www.youtube.com/watch?v=5a7qpak9GdI,【國昌質詢】我們的政府很有錢？冰球協會又私吞補助？｜2024-10-07｜教育及文化委員會,"社會學, 系列主題, 台灣民眾黨專區, 社會相關議題, ",時事輿論|黃國昌-通識課|立法院|質詢|[體育競技]相關議題|[經濟財政]相關議題|[詐騙]相關議題|,
2024/10/08,https://www.youtube.com/watch?v=vaxcqeV7Xz4,【國昌質詢】討回不當款項　嚴肅追究弊案｜2024-10-07｜外交及國防委員會,"社會學, 系列主題, 台灣民眾黨專區, 社會相關議題, ",時事輿論|黃國昌-通識課|立法院|質詢|[國防|軍備|組織]相關議題|[政治]相關議題|[經濟財政]相關議題|[境外勢力]相關議題|[詐騙]相關議題|,
2024/10/08,https://www.youtube.com/watch?v=oWTVbXsDYjw,【館長精華】竟然大內宣到這種程度？青鳥聞了都說很香！這樣拍馬屁越來越有共產黨的感覺了！,"社會學, 系列主題",時事輿論|陳之漢-義士,
2024/10/07,https://www.youtube.com/watch?v=Ouhyiprc2WY,【國昌質詢】不負責任的憲法法庭　什麼都無法回答的司法院｜2024-10-07｜司法及法制委員會,"社會學, 系列主題, 台灣民眾黨專區, 社會相關議題, 法律及法案, ",時事輿論|黃國昌-通識課|立法院|質詢|[法律司法]相關議題|[人力配置]相關議題|[政治]相關議題|[憲法]相關議題|[刑法]相關議題|,
2024/10/07,https://www.youtube.com/watch?v=dIGCwtMD6vw,【國昌質詢】墮落腐敗的NCC｜2024-10-07｜交通委員會,"社會學, 系列主題, 台灣民眾黨專區, 社會相關議題, ",時事輿論|黃國昌-通識課|立法院|質詢|[法律司法]相關議題|[政治]相關議題|[人力配置]相關議題|[廣告|媒體]相關議題|[詐騙]相關議題|,
2024/10/07,https://www.youtube.com/watch?v=vMyULKuqDEk,【國昌質詢】蔡英文、賴清德承諾都跳票 廢除集遊惡法還要拖多久？｜2024-10-07｜內政委員會,"社會學, 系列主題, 台灣民眾黨專區, 社會相關議題, 法律及法案, ",時事輿論|黃國昌-通識課|立法院|質詢|[法律司法]相關議題|[政治]相關議題|[集會遊行法]相關議題|,
2024/10/05,https://sites.google.com/view/swallow-tpp/2024%E5%B9%B410%E6%9C%8805%E6%97%A5-%E9%90%B5%E8%8D%89%E9%9B%86%E7%B5%90,[紀錄]2024年10月05日-鐵草集結,"社會學, 台灣民眾黨專區",時事輿論|組織行動|小草發聲,
2024/10/05,https://www.facebook.com/permalink.php?story_fbid=pfbid02idxiKbans34uPNJrhSVVSDCd56ti9cneWxJEdtLX4Kw56Zp8gCe7bL8zDqWhcVuUl&id=100064120651641,📌鐵草集結.寧靜舉牌,"社會學, 台灣民眾黨專區",敘述|小草發聲|組織行動,
2024/10/04,https://www.youtube.com/shorts/Nj9u9yJzgQ8,你要講諧音笑話要先把國文學好欸…#shorts #short,Vtuber/Vup收藏,雜談向,
